,Gene names,BCC Intensity 12_1L,BCC Intensity 12_3L,BCC Intensity 12_5L,BCC Intensity 27_1L,BCC Intensity 27_3L,BCC Intensity 27_5L,BCC Intensity 39_1L,BCC Intensity 39_3L,BCC Intensity 39_5L,BCC Intensity 89_1L,BCC Intensity 89_3L,BCC Intensity 89_5L,BCC Intensity 72_3L,BCC Intensity 103_1L,BCC Intensity 103_3L,BCC Intensity 103_5L,BCC Intensity 107_3L,BCC Intensity 111_3L,BCC Intensity 49_3L,BCC Intensity 105_3L,BCC Intensity 16_3L,BCC Intensity 99_1L,BCC Intensity 99_3L,BCC Intensity 99_5L,BCC Intensity 109_3L,BCC Intensity 73_1L,BCC Intensity 73_3L,BCC Intensity 73_5L,BCC Intensity 92_1L,BCC Intensity 92_3L,BCC Intensity 92_5L,BCC Intensity 54_1L,BCC Intensity 54_3L,BCC Intensity 54_5L,BCC Intensity 104_1L,BCC Intensity 104_3L,BCC Intensity 104_5L,SCC Intensity 21_1L,SCC Intensity 21_3L,SCC Intensity 21_5L,SCC Intensity 31_1L,SCC Intensity 31_3L,SCC Intensity 31_5L,SCC Intensity 32_1L,SCC Intensity 32_3L,SCC Intensity 32_5L,SCC Intensity 90_1L,SCC Intensity 90_3L,SCC Intensity 90_5L,SCC Intensity 59_3L,SCC Intensity 88_3L,SCC Intensity 110_3L,SCC Intensity 45_3L,SCC Intensity 60_3L,SCC Intensity 95_3L,SCC Intensity 101_3L,SCC&BCC Intensity 25_1L,SCC&BCC Intensity 25_3L,SCC&BCC Intensity 25_5L,keratosis Intensity 33_1L,keratosis Intensity 33_3L,keratosis Intensity 33_5L
45,SPTBN2,1994600000,767320000,2017200000,442130000,168780000,2426500000,224320000,5558100,432060000,2473600000,527310000,968590000,21543000,554160000,174710000,335050000,553400000,281590000,52266000,163320000,173110000,188410000,452210000,476860000,85586000,167800000,641340000,634670000,532350000,329030000,298320000,144910000,290780000,860930000,488360000,394730000,356260000,862040000,1177000000,1594300000,231900000,187460000,114790000,469220000,172890000,178870000,379020000,43075000,131640000,55353000,55616000,211250000,3948600,128540000,1390200,19236000,3085400000,2555300000,2728800000,253620000,474760000,356930000
46,A2M,12364000000,9599700000,11353000000,2111800000,489880000,5909800000,3930400000,3642200000,1815000000,18243000000,5782200000,12349000000,2838200000,2865600000,27357000000,1963000000,4105400000,2722200000,1663400000,5399200000,1597300000,3205400000,2806700000,4123800000,4630600000,439720000,621820000,788200000,7711800000,4525600000,5366300000,1309800000,1254000000,748320000,6162300000,1952900000,5898600000,10953000000,39398000000,18783000000,3594800000,1386700000,1676200000,1044600000,1268400000,2585900000,16158000000,9714200000,5521100000,1696100000,74467000,768730000,492220000,4328800000,5493000000,1432400000,33624000000,10949000000,19603000000,2724800000,3313400000,2300000000
47,FN1,4699000000,5712200000,3047700000,4332700000,530460000,3797200000,1345000000,2853500000,2559100000,977170000,4523300000,1228200000,4786000000,674880000,9020800000,655570000,651920000,1490600000,4404400000,5308300000,4614100000,432050000,2139200000,807820000,2426700000,6246000000,2839300000,2804900000,1033500000,2573800000,3216200000,965400000,1616500000,717140000,1625500000,296840000,816020000,3095300000,1744700000,2157800000,2350700000,3308200000,4403000000,821320000,1427000000,621540000,755530000,5664700000,351780000,606260000,20372000,433560000,305270000,956010000,508320000,395620000,6263400000,2206300000,2819300000,526200000,915300000,422890000
48,FLNC,352750000,394310000,122060000,19444000,0,18791000,1129400000,3178800000,134810000,8333400,198390000,72894000,124740000,112330000,7439800,111110000,232990000,138220000,22341000,0,184350000,26497000,29192000,52155000,320490000,157460000,580890000,389340000,216560000,195400000,634990000,47794000,128000000,102520000,103860000,50471000,67786000,98505000,166970000,160240000,275230000,138840000,79251000,19115000,29620000,39848000,20374000,10296000,0,857030,2233100,0,666760,0,0,9202200,143590000,29378000,21041000,89255000,135400000,55775000
49,ACTN4,24607000000,18341000000,16948000000,12854000000,6181200000,14901000000,4000300000,6813300000,6820400000,8783900000,21296000000,5325900000,6580200000,6316900000,10131000000,5720900000,7111400000,4503100000,4897100000,10388000000,5844700000,3017800000,9418600000,5277000000,5406600000,19233000000,34037000000,32958000000,9203100000,15574000000,18141000000,3180500000,6128700000,6818600000,4036400000,9284600000,7664400000,9626300000,12956000000,12584000000,4488100000,13893000000,7755500000,5969400000,6989500000,4012100000,4661600000,21756000000,2908100000,2686100000,523470000,2355500000,929150000,3036000000,3012000000,2202800000,22967000000,17626000000,11134000000,3517800000,7043300000,4421100000
50,SNRNP200,1735600000,891290000,898920000,996390000,613640000,1094100000,178600000,233880000,263300000,208720000,1213300000,55720000,50003000,128690000,334550000,174320000,258440000,472720000,178150000,416480000,322450000,124440000,622010000,472060000,303110000,507950000,998090000,1064500000,251430000,1149100000,1125800000,21911000,33685000,110150000,58447000,450920000,418030000,208520000,206820000,443990000,153570000,195760000,171960000,318070000,282930000,110390000,49498000,1017100000,41456000,196420000,12485000,599290000,22251000,187060000,63118000,0,1211100000,1265800000,265360000,151950000,383150000,173380000
51,LMNA,34273000000,50602000000,43398000000,42356000000,14007000000,51492000000,17867000000,26905000000,16713000000,16154000000,21073000000,13132000000,35942000000,11558000000,11931000000,9147200000,13218000000,12162000000,19493000000,13761000000,18328000000,6153100000,12234000000,11968000000,11854000000,30830000000,50927000000,41133000000,14586000000,43238000000,42890000000,9450200000,13374000000,11699000000,10833000000,12979000000,12834000000,17227000000,37875000000,31217000000,9963100000,17640000000,14002000000,11088000000,13981000000,7990400000,8249400000,34871000000,3640100000,5863900000,792640000,13181000000,1842000000,4718600000,3729100000,1694500000,59772000000,47655000000,47538000000,8288300000,20511000000,15294000000
52,C4A,2408200000,3312700000,2020700000,876100000,199130000,2273600000,1481300000,1786200000,787960000,1572000000,820300000,1031200000,1083900000,1933500000,14393000000,1692800000,1323200000,1128900000,1543600000,1341300000,890170000,813190000,909000000,701990000,1364600000,218460000,258090000,450980000,3335300000,2366100000,1927900000,823000000,1292300000,777970000,1148100000,674460000,1236100000,1679100000,6034000000,4098600000,1051100000,488850000,1159100000,718260000,836820000,1342800000,1117400000,1225500000,893050000,453800000,6662500,190180000,246710000,1131900000,3584200000,438100000,12622000000,2287400000,3222300000,739610000,1083000000,684180000
53,TPR,1410900000,1810400000,1329700000,1168400000,570290000,2074400000,357540000,270480000,438360000,190430000,1604800000,76465000,626350000,182220000,308920000,124380000,469660000,762630000,651430000,695440000,787190000,230710000,830710000,485270000,567060000,1130800000,1839000000,1579300000,602460000,1214600000,1259200000,17005000,51585000,157250000,384160000,461220000,422590000,305970000,362720000,432650000,293090000,328200000,405340000,372220000,485770000,128520000,112330000,1089400000,79543000,319190000,6182100,1644100000,33361000,327870000,43664000,2241800,2081400000,1955700000,506460000,205670000,621370000,317320000
54,VCL,8813000000,6187200000,5756600000,4652700000,1895000000,2639400000,2476000000,3749200000,2821200000,2828800000,4887700000,1770900000,2918800000,4471200000,3649900000,2879700000,1629500000,868230000,3001000000,4664400000,2142800000,906370000,3961000000,1743800000,2740000000,4581100000,8217400000,6179700000,3713100000,4668800000,4562500000,1729700000,3724000000,2454700000,1806800000,2465400000,2345000000,4321100000,9127400000,5875500000,1883800000,1879800000,2892900000,1987400000,1698800000,1635000000,1962100000,5314800000,1367000000,652370000,234140000,125470000,270830000,871280000,623520000,1811800000,5773000000,4806800000,3903000000,1323700000,2431900000,1970400000
55,COL14A1,7262500000,8346200000,4865000000,1726000000,307780000,1491300000,4091300000,3532100000,661840000,837370000,3334800000,618240000,5402800000,2692500000,1034500000,2580500000,1489000000,403090000,1648700000,829810000,1809500000,357650000,1113300000,985110000,1456200000,166400000,589640000,988350000,1627500000,1080600000,1845600000,2214600000,5205800000,1678900000,511830000,677210000,629510000,342910000,8192400000,7504800000,474760000,24205000,309410000,129020000,108690000,97933000,733950000,386560000,74332000,126140000,9342900,56652000,101670000,296740000,58987000,4899900,4005300000,2719100000,8293700000,140520000,940670000,252050000
56,KTN1,2002300000,2029200000,1559500000,1886000000,626350000,2937800000,442430000,949240000,1051700000,1012600000,3702900000,822210000,987670000,661110000,1019900000,954040000,997770000,630880000,1634200000,2899900000,970680000,654460000,2871700000,1008400000,1869100000,2047400000,3665700000,3365600000,1240100000,5419400000,4907400000,215910000,288720000,572330000,348930000,937780000,748400000,2006500000,1481600000,1582400000,815140000,681680000,448760000,1399800000,1403200000,480930000,783530000,3387000000,294540000,493710000,50848000,388850000,155420000,441370000,64280000,2625400,3854700000,3247000000,1798200000,430630000,994990000,725460000
57,MAP4,5932300000,11298000000,5664400000,3013600000,985000000,5026600000,1855100000,2240300000,1632300000,2274800000,2485200000,2055600000,1083800000,1815000000,1141300000,1406100000,892850000,696350000,1478900000,1294400000,1385400000,603520000,1517200000,1052100000,960270000,3348500000,3323700000,3283500000,2155400000,624850000,1181900000,1026000000,1333900000,1816000000,644100000,1210900000,1223800000,5478900000,4469600000,3697100000,2468700000,3084200000,1871900000,2461100000,2532900000,1089100000,2138200000,4310600000,917620000,324560000,189770000,425060000,214730000,571990000,734890000,20727000,4070500000,4773900000,2998000000,610360000,1704100000,1489700000
58,FLG2,1774500000,2607300000,3655500000,44765000,160270000,18235000000,43342000,0,4103900000,9378600000,3291400,4049100000,207930000,290300000,1135400000,142400000,2183200000,455630000,53106000,60036000,717530000,1112600000,1052300000,4274900000,26624000,4155700000,4199900000,3337900000,11377000000,185370000,1448400000,6604200000,4073200000,8442200000,5374000000,787610000,1351800000,1993000000,4554600000,3744700000,2568600000,3707800,396780000,4527600000,1296900000,13469000000,6368300000,10235000,1406200000,7732500,126230000,2397200,56807000,99919000,1357200,9296500000,9254400000,2343000000,3777000000,29553000000,8591200000,27376000000
59,KRT14,342780000000,426740000000,335900000000,94075000000,72454000000,295980000000,130440000000,21797000000,111210000000,152990000000,64572000000,175690000000,16986000000,74920000000,147200000000,54491000000,105540000000,130870000000,44682000000,120440000000,78937000000,63362000000,81854000000,91652000000,77134000000,156490000000,182890000000,178500000000,120250000000,106310000000,113030000000,39655000000,51087000000,122450000000,80506000000,86726000000,84312000000,475580000000,283360000000,280840000000,231730000000,248710000000,143440000000,250850000000,249310000000,156200000000,133620000000,157290000000,76074000000,44914000000,27306000000,37783000000,15984000000,44755000000,55239000000,111050000000,255750000000,276740000000,327760000000,101730000000,143060000000,150190000000
60,VIM,77536000000,131600000000,100140000000,47250000000,12075000000,90763000000,58397000000,73890000000,32409000000,43030000000,39274000000,40153000000,90293000000,45470000000,39033000000,65371000000,22525000000,10247000000,59968000000,32281000000,40506000000,17758000000,23082000000,20873000000,34899000000,86966000000,70785000000,73305000000,58403000000,48709000000,58425000000,41797000000,69291000000,38527000000,28038000000,30269000000,33322000000,36136000000,132290000000,89478000000,37152000000,18742000000,48742000000,16856000000,19300000000,10612000000,24041000000,49942000000,8000200000,8970500000,2303900000,5503800000,5570600000,16159000000,2480500000,1183400000,110120000000,79012000000,96432000000,14266000000,43317000000,28421000000
61,MYH11,1196500000,528650000,1523900000,31025000,19437000,108970000,127110000,261640000,20013000,235950000,63472000,861100000,113320000,473810000,8734700,165890000,102700000,32585000,38748000,55823000,492670000,122340000,86720000,183890000,1037500000,86880000,159790000,166950000,1601000000,408580000,9433500000,193950000,3488400000,2259000000,1198000000,262070000,164130000,53775000,1397300000,4755200000,18575000,20502000,84653000,17024000,4130300,0,670500000,55274000,26840000,4651900,5622100,31975000,15999000,10917000,0,13157000,86659000,28705000,40054000,2033400,11564000,0
62,PLIN4,3865500000,10975000000,8020000000,101880000,24829000,71397000,1926400000,893690000,311420000,12326000,0,383300000,0,656730000,20510000,156410000,47517000,0,33822000,0,1378000000,1125300,0,34244000,0,4533600,0,0,196650000,0,47379000,4744400,101030000,0,74673000,123770000,305690000,18830000,15403000000,2417900000,0,22778000,31338000,12783000,17932000,1730400,283950000,0,251100000,0,0,0,0,11762000,0,0,91500000,29698000,40677000,3450100,51245000,37805000
63,TNC,929360000,1332500000,1391200000,1609600000,682640000,703460000,36684000,925830000,2036400000,43013000,3364600000,40648000,2025600000,41875000,4767800000,190310000,299200000,901500000,2218700000,5543100000,1133800000,425210000,2841400000,1622200000,1640700000,7721600000,5848700000,6569500000,905960000,6678400000,7289500000,39415000,147150000,249390000,3476100,57790000,59024000,4718100000,248230000,681030000,517300000,1438500000,1691100000,1921900000,3888800000,1579500000,138540000,22229000000,89080000,622230000,147100000,804410000,973340000,416930000,245500000,18330000,1959300000,768170000,104590000,386620000,1723100000,437150000
64,HUWE1,1276900000,551050000,601780000,461930000,272050000,1003400000,96749000,148430000,236710000,268310000,369390000,107560000,70659000,145600000,199500000,62946000,148450000,374960000,172400000,290150000,216410000,99104000,317810000,290530000,165240000,230650000,466960000,657950000,240110000,422890000,431130000,42530000,39898000,75016000,42180000,187440000,140200000,294820000,323490000,420270000,159080000,260200000,163310000,156780000,144890000,171290000,80704000,433010000,41209000,61990000,12123000,628210000,5134200,111740000,157720000,0,1114800000,1279900000,341580000,119070000,183950000,121310000
65,LRPPRC,4065300000,1918100000,2247000000,422150000,285980000,533570000,310530000,282300000,489640000,230810000,1166400000,127740000,114760000,498410000,225300000,359500000,325560000,198130000,271840000,298070000,196660000,301440000,656740000,347710000,344350000,483250000,637560000,784560000,550060000,1169200000,1131300000,41482000,75420000,223300000,133430000,675900000,605070000,501460000,749490000,952160000,422450000,290660000,241720000,519350000,518630000,165120000,168040000,761720000,175690000,168870000,34194000,265030000,49917000,389110000,86883000,21247000,1465200000,1319500000,880770000,227470000,602210000,312930000
