,Gene names,BCC LFQ intensity 12_1L,BCC LFQ intensity 12_3L,BCC LFQ intensity 12_5L,BCC LFQ intensity 27_1L,BCC LFQ intensity 27_3L,BCC LFQ intensity 27_5L,BCC LFQ intensity 39_1L,BCC LFQ intensity 39_3L,BCC LFQ intensity 39_5L,BCC LFQ intensity 89_1L,BCC LFQ intensity 89_3L,BCC LFQ intensity 89_5L,BCC LFQ intensity 72_3L,BCC LFQ intensity 103_1L,BCC LFQ intensity 103_3L,BCC LFQ intensity 103_5L,BCC LFQ intensity 107_3L,BCC LFQ intensity 111_3L,BCC LFQ intensity 49_3L,BCC LFQ intensity 105_3L,BCC LFQ intensity 16_3L,BCC LFQ intensity 99_1L,BCC LFQ intensity 99_3L,BCC LFQ intensity 99_5L,BCC LFQ intensity 109_3L,BCC LFQ intensity 73_1L,BCC LFQ intensity 73_3L,BCC LFQ intensity 73_5L,BCC LFQ intensity 92_1L,BCC LFQ intensity 92_3L,BCC LFQ intensity 92_5L,BCC LFQ intensity 54_1L,BCC LFQ intensity 54_3L,BCC LFQ intensity 54_5L,BCC LFQ intensity 104_1L,BCC LFQ intensity 104_3L,BCC LFQ intensity 104_5L,SCC LFQ intensity 21_1L,SCC LFQ intensity 21_3L,SCC LFQ intensity 21_5L,SCC LFQ intensity 31_1L,SCC LFQ intensity 31_3L,SCC LFQ intensity 31_5L,SCC LFQ intensity 32_1L,SCC LFQ intensity 32_3L,SCC LFQ intensity 32_5L,SCC LFQ intensity 90_1L,SCC LFQ intensity 90_3L,SCC LFQ intensity 90_5L,SCC LFQ intensity 59_3L,SCC LFQ intensity 88_3L,SCC LFQ intensity 110_3L,SCC LFQ intensity 45_3L,SCC LFQ intensity 60_3L,SCC LFQ intensity 95_3L,SCC LFQ intensity 101_3L,SCC&BCC LFQ intensity 25_1L,SCC&BCC LFQ intensity 25_3L,SCC&BCC LFQ intensity 25_5L,keratosis LFQ intensity 33_1L,keratosis LFQ intensity 33_3L,keratosis LFQ intensity 33_5L
3476,PCM1,19568000.0,26729000.0,24668000.0,48594000.0,69582000.0,66053000.0,17246000.0,33299000.0,39938000.0,7157400.0,19871000.0,0.0,19193000.0,0.0,17176000.0,0.0,13615000.0,48137000.0,31868000.0,30108000.0,40242000.0,16000000.0,34645000.0,30947000.0,64305000.0,24400000.0,28504000.0,46734000.0,9106000.0,31478000.0,44047000.0,0.0,0.0,8572200.0,9455200.0,23009000.0,10880000.0,27819000.0,0.0,0.0,21789000.0,0.0,28388000.0,21107000.0,21841000.0,20463000.0,8047200.0,24361000.0,0.0,34183000.0,6190500.0,169650000.0,14759000.0,15064000.0,7692100.0,0.0,73922000.0,40955000.0,0.0,22919000.0,27472000.0,29263000.0
3477,PPP2R5A,31773000.0,25243000.0,27552000.0,20260000.0,0.0,14182000.0,32146000.0,21947000.0,21467000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21933000.0,27171000.0,34058000.0,0.0,25324000.0,0.0,27233000.0,0.0,39350000.0,,,,,,,,,,,36721000.0,41144000.0,39736000.0,30788000.0,19421000.0,28406000.0
3478,STK38,49335000.0,22722000.0,29432000.0,26234000.0,52132000.0,27660000.0,13552000.0,9993800.0,24637000.0,0.0,3940200.0,5813400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2190200.0,4305400.0,0.0,9885100.0,0.0,6040000.0,0.0,6045900.0,11065000.0,0.0,0.0,3995100.0,49923000.0,26073000.0,28581000.0,30138000.0,19842000.0,35411000.0,17855000.0,22713000.0,16373000.0,0.0,5423400.0,0.0,0.0,8662900.0,0.0,0.0,0.0,0.0,7914300.0,44851000.0,37933000.0,48589000.0,19782000.0,28692000.0,15424000.0
3479,RABEP1,0.0,0.0,24261000.0,0.0,0.0,91333000.0,0.0,0.0,0.0,5178200.0,8756200.0,0.0,41088000.0,2917700.0,4336700.0,0.0,9708000.0,104300000.0,22372000.0,0.0,6624400.0,6718700.0,9245200.0,6171900.0,2867800.0,11069000.0,16004000.0,9501000.0,3946300.0,9954200.0,7516000.0,3039400.0,10526000.0,11001000.0,9348300.0,23738000.0,3905900.0,0.0,22464000.0,10441000.0,0.0,0.0,22242000.0,0.0,0.0,0.0,6329100.0,4934200.0,3980800.0,0.0,0.0,0.0,0.0,11050000.0,0.0,0.0,0.0,23743000.0,0.0,0.0,0.0,0.0
3480,UBE3C,42751000.0,0.0,19929000.0,0.0,0.0,17165000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14659000.0,0.0,0.0,0.0,27483000.0,25182000.0,37239000.0,19990000.0,22061000.0,,,,,,,,,,,17190000.0,24137000.0,0.0,22719000.0,19950000.0,22442000.0
3481,SYCP1,0.0,0.0,228590000.0,0.0,0.0,0.0,0.0,265580000.0,0.0,0.0,0.0,0.0,12957000.0,67255000.0,106380000.0,131260000.0,0.0,0.0,284060000.0,88071000.0,282990000.0,41202000.0,53279000.0,244580000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225390000.0,0.0,67953000.0,49991000.0,28483000.0,158390000.0,110510000.0,51922000.0,90158000.0,0.0,99491000.0,223210000.0,0.0,374600000.0,0.0,0.0,190740000.0,0.0
3482,HMGN3,220730000.0,99862000.0,34888000.0,551740000.0,384760000.0,180570000.0,116100000.0,136230000.0,181140000.0,29779000.0,65967000.0,0.0,9475100.0,9089700.0,14585000.0,7979200.0,5802000.0,2224000.0,80160000.0,3681500.0,45463000.0,0.0,32775000.0,24993000.0,6942500.0,14322000.0,90842000.0,25286000.0,0.0,34226000.0,13594000.0,32227000.0,0.0,0.0,0.0,42855000.0,25599000.0,237490000.0,451960000.0,278030000.0,303790000.0,144580000.0,471490000.0,180290000.0,85893000.0,67215000.0,12249000.0,11551000.0,0.0,10849000.0,0.0,6776100.0,0.0,5739300.0,0.0,0.0,216220000.0,182290000.0,60835000.0,128100000.0,331040000.0,466690000.0
3483,UBE2V2,139210000.0,135520000.0,147970000.0,99659000.0,0.0,97112000.0,198720000.0,299220000.0,221600000.0,168010000.0,216310000.0,157770000.0,205140000.0,212170000.0,216820000.0,229560000.0,79641000.0,100360000.0,189280000.0,230790000.0,150170000.0,176860000.0,158620000.0,79661000.0,293600000.0,330620000.0,116120000.0,149850000.0,154020000.0,384430000.0,189830000.0,24963000.0,155710000.0,126590000.0,99447000.0,318660000.0,191560000.0,140060000.0,99291000.0,154850000.0,164010000.0,142510000.0,81007000.0,166800000.0,170840000.0,170360000.0,200810000.0,180620000.0,279930000.0,293100000.0,185320000.0,7151400.0,419390000.0,211340000.0,252210000.0,147950000.0,0.0,135800000.0,0.0,154890000.0,191320000.0,219030000.0
3484,VAMP3;VAMP2,64663000.0,0.0,0.0,0.0,0.0,0.0,85737000.0,99893000.0,76181000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227810000.0,0.0,30313000.0,22235000.0,77593000.0,0.0,31650000.0,125000000.0,56638000.0,,,,,,,,,,,0.0,0.0,0.0,53123000.0,99555000.0,74384000.0
3485,NTRK3,0.0,0.0,0.0,154150000.0,95216000.0,103870000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36342000.0,0.0,0.0,0.0,0.0,0.0,0.0,6431500.0,0.0,9688400.0,10252000.0,0.0,20955000.0,12718000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3486,PKN2,43498000.0,0.0,12519000.0,38076000.0,18673000.0,38622000.0,11766000.0,12641000.0,13771000.0,0.0,34277000.0,43680000.0,0.0,20805000.0,29233000.0,24207000.0,43607000.0,102590000.0,13750000.0,45175000.0,32255000.0,43458000.0,48333000.0,48964000.0,51771000.0,36207000.0,30816000.0,14144000.0,35414000.0,80557000.0,21785000.0,77318000.0,17361000.0,0.0,10804000.0,21874000.0,13608000.0,26685000.0,0.0,15368000.0,0.0,0.0,14411000.0,9070700.0,0.0,0.0,0.0,26515000.0,0.0,73929000.0,0.0,208210000.0,28703000.0,41238000.0,0.0,0.0,69571000.0,48614000.0,17912000.0,8387900.0,0.0,0.0
3487,PRSS8,91396000.0,171800000.0,34631000.0,27201000.0,32059000.0,48131000.0,0.0,0.0,0.0,11050000.0,6760800.0,13524000.0,0.0,25151000.0,12970000.0,9599800.0,0.0,9311800.0,0.0,0.0,7691500.0,27185000.0,12154000.0,0.0,0.0,13052000.0,6331000.0,5880000.0,0.0,0.0,6420900.0,0.0,0.0,0.0,0.0,0.0,0.0,54742000.0,42520000.0,45364000.0,30371000.0,0.0,31072000.0,70304000.0,0.0,0.0,23887000.0,7885800.0,23420000.0,23879000.0,12960000.0,0.0,9951800.0,14794000.0,56850000.0,29805000.0,37668000.0,21812000.0,31194000.0,0.0,53495000.0,83050000.0
3488,COL28A1,0.0,0.0,314280000.0,0.0,53766000.0,0.0,1063300000.0,573340000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32441000.0,1110700000.0,870380000.0,46631000.0,40683000.0,167360000.0,33340000.0,68689000.0,0.0,,,,,,,,,,,168100000.0,73528000.0,328950000.0,0.0,0.0,0.0
3489,CCDC58,42244000.0,0.0,0.0,0.0,0.0,0.0,88072000.0,88928000.0,75961000.0,15717000.0,81219000.0,14240000.0,56205000.0,23665000.0,12440000.0,15599000.0,19275000.0,0.0,36974000.0,32571000.0,0.0,16473000.0,20129000.0,9256800.0,33251000.0,43942000.0,16183000.0,21512000.0,23385000.0,31763000.0,8359400.0,37202000.0,17885000.0,36118000.0,32032000.0,26421000.0,15296000.0,63098000.0,0.0,66542000.0,88063000.0,110440000.0,0.0,70452000.0,114720000.0,46372000.0,22145000.0,22795000.0,33669000.0,14148000.0,0.0,0.0,14426000.0,45995000.0,80299000.0,29588000.0,0.0,50046000.0,0.0,77623000.0,76650000.0,117540000.0
3490,NCBP3,27289000.0,30671000.0,0.0,101320000.0,30101000.0,0.0,0.0,16061000.0,70315000.0,0.0,15427000.0,0.0,17175000.0,0.0,0.0,0.0,0.0,12332000.0,0.0,0.0,25550000.0,19079000.0,34541000.0,0.0,0.0,12113000.0,18350000.0,18551000.0,0.0,33042000.0,17150000.0,0.0,0.0,0.0,0.0,13749000.0,13363000.0,47537000.0,276260000.0,24549000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9600700.0,0.0,30572000.0,0.0,44000000.0,0.0,8502400.0,0.0,0.0,23934000.0,0.0,28863000.0,17014000.0,0.0,21155000.0
3491,OCIAD2,28965000.0,30864000.0,0.0,12615000.0,0.0,0.0,0.0,0.0,61330000.0,0.0,220440000.0,809710.0,0.0,11669000.0,9755000.0,14878000.0,0.0,514140.0,5915800.0,193240000.0,3721900.0,0.0,5807100.0,3720900.0,36996000.0,17679000.0,2823200.0,5537200.0,4387300.0,9966200.0,0.0,0.0,0.0,0.0,0.0,13859000.0,11064000.0,57906000.0,0.0,0.0,0.0,198090000.0,23261000.0,29254000.0,59128000.0,17272000.0,529120.0,431150000.0,14183000.0,26681000.0,5358700.0,0.0,212320000.0,22004000.0,94502000.0,0.0,0.0,0.0,0.0,26574000.0,30665000.0,24017000.0
3492,CAVIN4,0.0,0.0,0.0,0.0,0.0,0.0,108230000.0,554630000.0,54762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
3493,VWA2,0.0,0.0,0.0,72521000.0,129780000.0,48479000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
3494,MIA3,115480000.0,91137000.0,119760000.0,65571000.0,0.0,142490000.0,0.0,0.0,68902000.0,47602000.0,48945000.0,41272000.0,28967000.0,27673000.0,14864000.0,30292000.0,30484000.0,56893000.0,56538000.0,45403000.0,85260000.0,25496000.0,101390000.0,48380000.0,84683000.0,36459000.0,43305000.0,24880000.0,9667500.0,169960000.0,81156000.0,0.0,7145700.0,11704000.0,3780400.0,0.0,5497400.0,88886000.0,0.0,0.0,59923000.0,76594000.0,123310000.0,64298000.0,86347000.0,57885000.0,15066000.0,65292000.0,18430000.0,40731000.0,0.0,438080000.0,0.0,19685000.0,0.0,0.0,48575000.0,67699000.0,0.0,0.0,115000000.0,71640000.0
3495,AARS2,19786000.0,10180000.0,0.0,38545000.0,28452000.0,14479000.0,0.0,0.0,12048000.0,0.0,13425000.0,0.0,0.0,14461000.0,0.0,6930800.0,12781000.0,10065000.0,0.0,17681000.0,19216000.0,7139100.0,25844000.0,25186000.0,11653000.0,0.0,4828800.0,11559000.0,8387900.0,45117000.0,31037000.0,0.0,0.0,0.0,0.0,16324000.0,0.0,0.0,17671000.0,12971000.0,0.0,0.0,11562000.0,0.0,0.0,0.0,11454000.0,4872500.0,5585300.0,10040000.0,0.0,7907100.0,6510400.0,11372000.0,0.0,0.0,0.0,12246000.0,0.0,10488000.0,11610000.0,0.0
3496,NOL9,41747000.0,27354000.0,28192000.0,36937000.0,47727000.0,20308000.0,0.0,16918000.0,27079000.0,0.0,18289000.0,0.0,0.0,15735000.0,13047000.0,5017600.0,0.0,6868200.0,0.0,17052000.0,0.0,8537500.0,25437000.0,16613000.0,13130000.0,11068000.0,17444000.0,38780000.0,8399900.0,46540000.0,31214000.0,0.0,0.0,11691000.0,0.0,9512700.0,10532000.0,0.0,0.0,19870000.0,0.0,0.0,36421000.0,28227000.0,29936000.0,0.0,10846000.0,15303000.0,0.0,4781900.0,0.0,42795000.0,0.0,16009000.0,0.0,0.0,31218000.0,16331000.0,0.0,0.0,0.0,0.0
3497,PDZK1;PDZK1P1,24926000.0,65335000.0,22687000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
3498,WLS,20418000.0,0.0,14267000.0,55027000.0,36232000.0,8797100.0,9377000.0,16563000.0,19674000.0,0.0,54212000.0,13963000.0,4204100.0,6399400.0,4464200.0,8594600.0,11224000.0,2807100.0,4025400.0,28692000.0,18132000.0,4318100.0,25698000.0,8653200.0,9906200.0,9708500.0,17891000.0,24540000.0,18813000.0,5320300.0,4779800.0,0.0,0.0,17297000.0,14260000.0,12528000.0,0.0,0.0,0.0,12771000.0,19684000.0,20113000.0,18436000.0,13318000.0,10977000.0,10238000.0,0.0,6561000.0,10466000.0,0.0,0.0,5047500.0,0.0,0.0,8256800.0,0.0,0.0,0.0,0.0,8937400.0,7654800.0,0.0
3499,KIAA1614,0.0,121710000.0,0.0,583610000.0,0.0,0.0,0.0,497180000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115200000.0,0.0,2759500000.0,816250000.0,1140600000.0,899260000.0,761420000.0,415410000.0,0.0,,,,,,,,,,,42163000.0,2517700000.0,0.0,0.0,679790000.0,678730000.0
3500,DENND4C,22236000.0,16930000.0,16525000.0,0.0,0.0,9940000.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,15412000.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13422000.0,10678000.0,14421000.0,0.0,0.0,0.0
3501,CD276,36023000.0,65823000.0,34917000.0,107250000.0,164010000.0,127790000.0,43851000.0,96664000.0,107630000.0,26514000.0,20792000.0,26230000.0,39682000.0,0.0,22806000.0,0.0,25681000.0,102390000.0,26554000.0,26121000.0,38992000.0,23009000.0,43908000.0,32812000.0,30497000.0,31465000.0,32478000.0,30682000.0,0.0,23819000.0,25462000.0,0.0,21487000.0,19282000.0,0.0,0.0,0.0,69650000.0,73036000.0,66334000.0,65718000.0,172120000.0,62972000.0,72661000.0,173480000.0,67606000.0,15159000.0,157880000.0,0.0,32993000.0,0.0,25325000.0,13087000.0,30247000.0,59501000.0,0.0,33292000.0,42161000.0,76158000.0,29084000.0,39018000.0,0.0
3502,INTS3,161880000.0,49640000.0,70520000.0,66444000.0,54006000.0,156540000.0,33337000.0,116950000.0,54466000.0,6704000.0,28362000.0,0.0,0.0,16384000.0,9753200.0,7607900.0,16865000.0,21887000.0,30241000.0,17923000.0,18546000.0,11373000.0,23764000.0,37112000.0,11816000.0,0.0,19740000.0,22098000.0,0.0,0.0,12016000.0,0.0,0.0,0.0,0.0,12833000.0,0.0,78881000.0,46255000.0,48587000.0,64928000.0,30798000.0,112680000.0,71984000.0,120600000.0,73457000.0,0.0,18819000.0,0.0,14768000.0,0.0,58423000.0,10784000.0,21552000.0,0.0,0.0,69456000.0,110820000.0,69838000.0,38777000.0,115450000.0,75262000.0
3503,ARHGAP17,26076000.0,24654000.0,26328000.0,33715000.0,0.0,0.0,23119000.0,33737000.0,26233000.0,8426600.0,7861700.0,9694900.0,9100500.0,7075500.0,4846500.0,15238000.0,0.0,4959400.0,16633000.0,7809600.0,0.0,9011400.0,11507000.0,5762400.0,10638000.0,8451100.0,12666000.0,9921900.0,12710000.0,10219000.0,8167700.0,18537000.0,12692000.0,9928100.0,19236000.0,17544000.0,13048000.0,0.0,0.0,26335000.0,21713000.0,12763000.0,25888000.0,40224000.0,26620000.0,28294000.0,12535000.0,7496900.0,0.0,0.0,0.0,0.0,0.0,13195000.0,0.0,0.0,39946000.0,37047000.0,32895000.0,25643000.0,41864000.0,40011000.0
3504,CWF19L1,157710000.0,132080000.0,100150000.0,180270000.0,205380000.0,127580000.0,0.0,126900000.0,180360000.0,0.0,16085000.0,0.0,0.0,9179800.0,11344000.0,9328100.0,9974000.0,14436000.0,15618000.0,14230000.0,9963400.0,19261000.0,11751000.0,13190000.0,10433000.0,7286600.0,8928100.0,15292000.0,0.0,21591000.0,13500000.0,0.0,0.0,19067000.0,0.0,21631000.0,15519000.0,0.0,0.0,103400000.0,118340000.0,104620000.0,155990000.0,0.0,102740000.0,0.0,0.0,13229000.0,0.0,15258000.0,0.0,22319000.0,21964000.0,0.0,0.0,0.0,100030000.0,143050000.0,0.0,0.0,111050000.0,136730000.0
3505,CDC73,19331000.0,15625000.0,17744000.0,43100000.0,60818000.0,15022000.0,0.0,0.0,0.0,3535100.0,19360000.0,0.0,5017000.0,2106800.0,3606300.0,6965300.0,6924500.0,5893900.0,7151200.0,6643500.0,0.0,3853300.0,10013000.0,3090100.0,4031500.0,5429600.0,15537000.0,8736400.0,0.0,0.0,2538100.0,0.0,0.0,3243900.0,0.0,2765500.0,3298100.0,15948000.0,0.0,12289000.0,0.0,16733000.0,11210000.0,16035000.0,0.0,0.0,0.0,10648000.0,3677000.0,3096800.0,0.0,13597000.0,0.0,6373000.0,0.0,0.0,31971000.0,31003000.0,0.0,0.0,15951000.0,0.0
3506,SCYL2,77965000.0,85879000.0,56338000.0,49275000.0,0.0,72524000.0,81274000.0,54427000.0,64662000.0,3047400.0,3260000.0,0.0,0.0,4117500.0,2870500.0,3132800.0,2855100.0,0.0,0.0,4493300.0,0.0,0.0,4997000.0,0.0,1554500.0,0.0,0.0,0.0,0.0,4052500.0,0.0,0.0,0.0,0.0,0.0,0.0,2249900.0,59483000.0,90617000.0,79764000.0,107050000.0,71406000.0,81568000.0,65326000.0,57525000.0,77141000.0,0.0,5511100.0,0.0,0.0,3919500.0,3768200.0,0.0,5415900.0,3353500.0,0.0,128870000.0,80739000.0,103820000.0,99639000.0,95312000.0,81052000.0
3507,CTR9,34277000.0,31019000.0,45912000.0,36779000.0,49130000.0,50723000.0,22834000.0,0.0,31483000.0,0.0,23564000.0,0.0,0.0,15728000.0,8970000.0,10850000.0,22249000.0,32485000.0,42218000.0,11988000.0,40440000.0,17181000.0,23724000.0,25921000.0,14510000.0,8978200.0,0.0,19689000.0,0.0,26544000.0,31149000.0,0.0,0.0,0.0,17944000.0,0.0,10027000.0,0.0,33425000.0,31506000.0,0.0,32520000.0,47640000.0,0.0,0.0,0.0,0.0,18990000.0,8488400.0,2176500.0,0.0,194340000.0,0.0,0.0,10664000.0,0.0,39997000.0,34709000.0,0.0,0.0,0.0,0.0
3508,NCEH1,20109000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6352000.0,0.0,14398000.0,7090900.0,0.0,11997000.0,0.0,0.0,13019000.0,0.0,6240200.0,0.0,0.0,0.0,7718900.0,4231200.0,0.0,4419300.0,6533500.0,7100000.0,6212900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16662000.0,0.0,20893000.0,24123000.0,31165000.0,0.0,31899000.0,0.0,0.0,33308000.0,6279600.0,14254000.0,0.0,14538000.0,17808000.0,19065000.0,0.0,0.0,63881000.0,0.0,0.0,0.0,36261000.0,0.0
3509,AFTPH,0.0,46116000.0,18952000.0,0.0,0.0,29985000.0,0.0,31953000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,17590000.0,0.0,0.0,,,,,,,,,,,21935000.0,0.0,0.0,0.0,13304000.0,17498000.0
3510,CWC27,54214000.0,48310000.0,0.0,67149000.0,55922000.0,89947000.0,30653000.0,39005000.0,35652000.0,0.0,15337000.0,0.0,9391000.0,0.0,9821000.0,0.0,11461000.0,0.0,0.0,0.0,0.0,3284900.0,21000000.0,7963900.0,13144000.0,11647000.0,16146000.0,19490000.0,6975600.0,16228000.0,7590700.0,4752500.0,0.0,0.0,0.0,17536000.0,12486000.0,25621000.0,0.0,0.0,42269000.0,30652000.0,28561000.0,28424000.0,32556000.0,30448000.0,0.0,9025400.0,0.0,0.0,0.0,42889000.0,0.0,10740000.0,0.0,0.0,40715000.0,36648000.0,0.0,58047000.0,25251000.0,0.0
3511,NBEAL2,21867000.0,0.0,0.0,0.0,0.0,18934000.0,0.0,0.0,18874000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19024000.0,15237000.0,16972000.0,10008000.0,0.0,0.0,13582000.0,0.0,8793600.0,,,,,,,,,,,0.0,0.0,0.0,20246000.0,18662000.0,18654000.0
3512,VPS13C,0.0,0.0,0.0,0.0,20914000.0,0.0,0.0,0.0,0.0,15208000.0,10643000.0,0.0,15311000.0,17458000.0,7763300.0,18608000.0,15626000.0,51446000.0,10342000.0,29187000.0,18947000.0,8847400.0,19696000.0,23003000.0,21329000.0,10598000.0,0.0,30895000.0,5745300.0,0.0,12108000.0,11998000.0,12911000.0,11739000.0,13335000.0,4072400.0,6161200.0,0.0,0.0,19783000.0,0.0,0.0,0.0,0.0,0.0,0.0,9604100.0,13493000.0,0.0,14895000.0,0.0,14961000.0,16755000.0,11331000.0,32466000.0,0.0,0.0,11299000.0,0.0,0.0,0.0,0.0
3513,MEPCE,134170000.0,300080000.0,85674000.0,75955000.0,140270000.0,81552000.0,0.0,0.0,133030000.0,6270100.0,8294200.0,7351900.0,10243000.0,5384800.0,0.0,8218900.0,6985400.0,7002700.0,9145500.0,8831400.0,10241000.0,7003500.0,12459000.0,7289500.0,7621300.0,4523200.0,0.0,4672000.0,2778700.0,13966000.0,12371000.0,0.0,0.0,0.0,0.0,19160000.0,4692600.0,39841000.0,0.0,45375000.0,111980000.0,0.0,0.0,0.0,68654000.0,0.0,5142600.0,5162100.0,0.0,10303000.0,0.0,0.0,0.0,0.0,0.0,0.0,149240000.0,127680000.0,0.0,0.0,0.0,0.0
3514,GET4,74417000.0,32975000.0,0.0,21786000.0,0.0,0.0,0.0,32662000.0,0.0,4732900.0,6799900.0,13854000.0,0.0,5043800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3574400.0,0.0,0.0,5332600.0,0.0,0.0,3482200.0,5924100.0,4723900.0,0.0,0.0,0.0,0.0,6669900.0,0.0,0.0,0.0,38792000.0,38926000.0,57081000.0,43258000.0,30310000.0,29916000.0,36776000.0,0.0,7906700.0,0.0,3720400.0,0.0,4838400.0,6681200.0,0.0,0.0,0.0,20459000.0,12677000.0,0.0,49801000.0,0.0,63592000.0
3515,CHMP1B,79662000.0,94514000.0,102370000.0,106510000.0,0.0,41130000.0,186660000.0,157880000.0,258320000.0,55805000.0,54510000.0,44527000.0,49517000.0,53859000.0,58262000.0,48842000.0,58794000.0,18423000.0,110680000.0,63060000.0,42017000.0,24729000.0,19369000.0,19252000.0,63651000.0,109710000.0,65988000.0,67540000.0,50555000.0,137190000.0,64154000.0,0.0,17684000.0,32770000.0,36017000.0,51062000.0,38438000.0,254770000.0,152510000.0,122900000.0,232980000.0,383030000.0,152890000.0,286080000.0,261580000.0,223040000.0,35049000.0,59918000.0,24398000.0,36417000.0,17617000.0,7000000.0,11512000.0,51639000.0,56671000.0,37266000.0,95609000.0,121120000.0,89431000.0,211190000.0,251610000.0,329120000.0
3516,ARPIN,82101000.0,118270000.0,75247000.0,95174000.0,49762000.0,88333000.0,84561000.0,103840000.0,99027000.0,37070000.0,30354000.0,14600000.0,58909000.0,21084000.0,20955000.0,30633000.0,36176000.0,9712700.0,29068000.0,18026000.0,42569000.0,29881000.0,25622000.0,35021000.0,18333000.0,29437000.0,38053000.0,27549000.0,11821000.0,9181700.0,0.0,24822000.0,28306000.0,28882000.0,0.0,22055000.0,17298000.0,136180000.0,0.0,56640000.0,85849000.0,113490000.0,0.0,108880000.0,76293000.0,93838000.0,37915000.0,17896000.0,17356000.0,22626000.0,9716700.0,23510000.0,15367000.0,25758000.0,13057000.0,0.0,66602000.0,101930000.0,0.0,62076000.0,90546000.0,93615000.0
3517,YTHDF3,36151000.0,100540000.0,49634000.0,71484000.0,90847000.0,50770000.0,37054000.0,52295000.0,48970000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52668000.0,44502000.0,36844000.0,44696000.0,58354000.0,101710000.0,53643000.0,79700000.0,43880000.0,,,,,,,,,,,79037000.0,58890000.0,40313000.0,56590000.0,40565000.0,36869000.0
3518,CNTRL,88115000.0,193040000.0,202000000.0,0.0,0.0,39956000.0,50381000.0,0.0,115640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88110000.0,0.0,42041000.0,0.0,50343000.0,70750000.0,61990000.0,124070000.0,381560000.0,,,,,,,,,,,112570000.0,85491000.0,46717000.0,77185000.0,82132000.0,132960000.0
3519,TMED4,201400000.0,124330000.0,150530000.0,164590000.0,118250000.0,56724000.0,39280000.0,75886000.0,59715000.0,12242000.0,38702000.0,14826000.0,54854000.0,40267000.0,34973000.0,30841000.0,14127000.0,35569000.0,20587000.0,34000000.0,50357000.0,43116000.0,39269000.0,27605000.0,26688000.0,29515000.0,59839000.0,24531000.0,15457000.0,36145000.0,46884000.0,0.0,10537000.0,0.0,7580200.0,27067000.0,0.0,43717000.0,38367000.0,72995000.0,55186000.0,88854000.0,119480000.0,46405000.0,57831000.0,45063000.0,17366000.0,23914000.0,25957000.0,83626000.0,38681000.0,34594000.0,66446000.0,24689000.0,31418000.0,0.0,125690000.0,67409000.0,36840000.0,68062000.0,98198000.0,58034000.0
3520,PHLDB2,470290000.0,292570000.0,316680000.0,0.0,187950000.0,0.0,1334900000.0,1171800000.0,936490000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905500000.0,2502000000.0,1190000000.0,760100000.0,579570000.0,0.0,437390000.0,506600000.0,0.0,,,,,,,,,,,1315200000.0,814010000.0,1384300000.0,352630000.0,540240000.0,706840000.0
