,Gene names,BCC LFQ intensity 12_1L,BCC LFQ intensity 12_3L,BCC LFQ intensity 12_5L,BCC LFQ intensity 27_1L,BCC LFQ intensity 27_3L,BCC LFQ intensity 27_5L,BCC LFQ intensity 39_1L,BCC LFQ intensity 39_3L,BCC LFQ intensity 39_5L,BCC LFQ intensity 89_1L,BCC LFQ intensity 89_3L,BCC LFQ intensity 89_5L,BCC LFQ intensity 72_3L,BCC LFQ intensity 103_1L,BCC LFQ intensity 103_3L,BCC LFQ intensity 103_5L,BCC LFQ intensity 107_3L,BCC LFQ intensity 111_3L,BCC LFQ intensity 49_3L,BCC LFQ intensity 105_3L,BCC LFQ intensity 16_3L,BCC LFQ intensity 99_1L,BCC LFQ intensity 99_3L,BCC LFQ intensity 99_5L,BCC LFQ intensity 109_3L,BCC LFQ intensity 73_1L,BCC LFQ intensity 73_3L,BCC LFQ intensity 73_5L,BCC LFQ intensity 92_1L,BCC LFQ intensity 92_3L,BCC LFQ intensity 92_5L,BCC LFQ intensity 54_1L,BCC LFQ intensity 54_3L,BCC LFQ intensity 54_5L,BCC LFQ intensity 104_1L,BCC LFQ intensity 104_3L,BCC LFQ intensity 104_5L,SCC LFQ intensity 21_1L,SCC LFQ intensity 21_3L,SCC LFQ intensity 21_5L,SCC LFQ intensity 31_1L,SCC LFQ intensity 31_3L,SCC LFQ intensity 31_5L,SCC LFQ intensity 32_1L,SCC LFQ intensity 32_3L,SCC LFQ intensity 32_5L,SCC LFQ intensity 90_1L,SCC LFQ intensity 90_3L,SCC LFQ intensity 90_5L,SCC LFQ intensity 59_3L,SCC LFQ intensity 88_3L,SCC LFQ intensity 110_3L,SCC LFQ intensity 45_3L,SCC LFQ intensity 60_3L,SCC LFQ intensity 95_3L,SCC LFQ intensity 101_3L,SCC&BCC LFQ intensity 25_1L,SCC&BCC LFQ intensity 25_3L,SCC&BCC LFQ intensity 25_5L,keratosis LFQ intensity 33_1L,keratosis LFQ intensity 33_3L,keratosis LFQ intensity 33_5L
0,AHNAK,70718000000.0,163510000000.0,105540000000.0,123760000000.0,115080000000.0,207700000000.0,99208000000.0,105620000000.0,81277000000.0,46936000000.0,16367000000.0,51948000000.0,31901000000.0,40634000000.0,11314000000.0,43387000000.0,33091000000.0,36973000000.0,21278000000.0,18719000000.0,22575000000.0,27693000000.0,29079000000.0,27503000000.0,15827000000.0,39546000000.0,46592000000.0,38944000000.0,33320000000.0,21664000000.0,26298000000.0,36341000000.0,44993000000.0,45994000000.0,29511000000.0,24994000000.0,26372000000.0,81946000000.0,92142000000.0,100770000000.0,82693000000.0,153430000000.0,95265000000.0,97821000000.0,96697000000.0,48880000000.0,27678000000.0,30158000000.0,25774000000.0,26007000000.0,20892000000.0,16593000000.0,21479000000.0,30914000000.0,20466000000.0,1299700000.0,108090000000.0,112820000000.0,149960000000.0,69392000000.0,72462000000.0,93743000000.0
1,PLEC,25029000000.0,10561000000.0,36874000000.0,99032000000.0,98850000000.0,57645000000.0,30454000000.0,47286000000.0,61731000000.0,10553000000.0,15663000000.0,12573000000.0,8089400000.0,6732100000.0,8591100000.0,6621900000.0,14431000000.0,24903000000.0,15477000000.0,23539000000.0,16205000000.0,10684000000.0,15442000000.0,18195000000.0,17003000000.0,23911000000.0,24317000000.0,30190000000.0,7587700000.0,31314000000.0,32445000000.0,5943700000.0,8018300000.0,11987000000.0,10261000000.0,7133900000.0,8117700000.0,39506000000.0,25639000000.0,38503000000.0,30151000000.0,111480000000.0,44213000000.0,55278000000.0,114590000000.0,46377000000.0,5158100000.0,56662000000.0,5097700000.0,17053000000.0,5938600000.0,17293000000.0,34783000000.0,10843000000.0,15817000000.0,5400000000.0,41246000000.0,65753000000.0,50908000000.0,30427000000.0,34619000000.0,37340000000.0
2,DSP,58723000000.0,24020000000.0,74943000000.0,69100000000.0,96983000000.0,97927000000.0,68786000000.0,13003000000.0,89806000000.0,45828000000.0,13581000000.0,35036000000.0,2981200000.0,4887500000.0,11065000000.0,3008200000.0,26881000000.0,132110000000.0,14606000000.0,23366000000.0,20746000000.0,21866000000.0,24347000000.0,39550000000.0,26186000000.0,15912000000.0,19472000000.0,31972000000.0,8532700000.0,19585000000.0,21346000000.0,5521700000.0,6317000000.0,26467000000.0,13992000000.0,13204000000.0,9721500000.0,150850000000.0,90107000000.0,122540000000.0,79342000000.0,73366000000.0,31302000000.0,128670000000.0,87856000000.0,75754000000.0,20964000000.0,11593000000.0,9783100000.0,21780000000.0,26085000000.0,100310000000.0,30791000000.0,12972000000.0,12738000000.0,46581000000.0,94289000000.0,157170000000.0,201700000000.0,106330000000.0,80530000000.0,123550000000.0
3,DYNC1H1,13102000000.0,4497000000.0,7804400000.0,10173000000.0,14084000000.0,12888000000.0,5579700000.0,5080000000.0,6844700000.0,3966500000.0,3964900000.0,2896800000.0,637570000.0,2618200000.0,2283500000.0,2287100000.0,3022300000.0,4453800000.0,1626600000.0,3433900000.0,2937900000.0,3313700000.0,4152500000.0,5293600000.0,3115000000.0,2861300000.0,3111300000.0,4216900000.0,2421300000.0,1869500000.0,2335000000.0,889550000.0,1575300000.0,3150600000.0,2059700000.0,2391400000.0,3049700000.0,15407000000.0,5597700000.0,10244000000.0,5441600000.0,7390200000.0,6714700000.0,12165000000.0,10934000000.0,16158000000.0,1813700000.0,5053200000.0,1549900000.0,3058600000.0,1665800000.0,4066300000.0,1695100000.0,3285700000.0,2064600000.0,859390000.0,11565000000.0,9379300000.0,12586000000.0,11015000000.0,8103000000.0,6867800000.0
4,MYH9,79361000000.0,45754000000.0,57828000000.0,88792000000.0,65103000000.0,100620000000.0,48632000000.0,81853000000.0,103140000000.0,14975000000.0,36187000000.0,11115000000.0,10012000000.0,12086000000.0,31806000000.0,10539000000.0,25863000000.0,33170000000.0,46225000000.0,51876000000.0,44054000000.0,24527000000.0,32189000000.0,31252000000.0,42003000000.0,57201000000.0,46279000000.0,62948000000.0,12844000000.0,40408000000.0,36458000000.0,10206000000.0,11316000000.0,14525000000.0,10966000000.0,23720000000.0,19732000000.0,93212000000.0,42220000000.0,47137000000.0,70555000000.0,133440000000.0,129010000000.0,85606000000.0,91041000000.0,101650000000.0,15940000000.0,55539000000.0,17335000000.0,27837000000.0,19457000000.0,36546000000.0,25605000000.0,19190000000.0,23882000000.0,22514000000.0,46569000000.0,48442000000.0,44259000000.0,67860000000.0,64688000000.0,61198000000.0
5,AHNAK2,2854600000.0,6524000000.0,2636200000.0,6549200000.0,8330600000.0,10032000000.0,2048000000.0,1366400000.0,4121600000.0,5923700000.0,1604200000.0,6311000000.0,1113700000.0,1920300000.0,910020000.0,2367200000.0,2515100000.0,3074500000.0,332190000.0,896240000.0,1317200000.0,2631800000.0,951740000.0,1531100000.0,582420000.0,2676100000.0,2949500000.0,2551300000.0,2491800000.0,305230000.0,1200000000.0,2755500000.0,2654400000.0,4710200000.0,2159500000.0,959670000.0,1118500000.0,10964000000.0,4505300000.0,4671500000.0,6037900000.0,49065000000.0,18828000000.0,12965000000.0,14615000000.0,8975100000.0,2928300000.0,6965200000.0,2010100000.0,1951800000.0,1231500000.0,330180000.0,1914700000.0,1047900000.0,2782700000.0,2678100.0,7695300000.0,6730400000.0,15992000000.0,3907000000.0,4156700000.0,5277700000.0
6,FLG,35963000000.0,33526000000.0,64364000000.0,3194800000.0,20851000000.0,750720000000.0,10133000000.0,45197000.0,307440000000.0,103140000000.0,59578000.0,76677000000.0,1071900000.0,4827300000.0,5490000000.0,3330800000.0,41005000000.0,10223000000.0,2996100000.0,278610000.0,18570000000.0,28096000000.0,15946000000.0,92754000000.0,775550000.0,24163000000.0,13874000000.0,14930000000.0,94869000000.0,4289200000.0,16273000000.0,66297000000.0,35324000000.0,114140000000.0,84442000000.0,7629200000.0,9175400000.0,55419000000.0,82117000000.0,71462000000.0,148960000000.0,88113000.0,43382000000.0,200590000000.0,67034000000.0,508030000000.0,83799000000.0,89693000.0,38586000000.0,24062000.0,12779000000.0,6351800.0,12820000000.0,9789700000.0,672860000.0,139650000000.0,118240000000.0,65176000000.0,87042000000.0,1065400000000.0,241810000000.0,876860000000.0
7,PRKDC,8193500000.0,3691200000.0,5949600000.0,15104000000.0,13375000000.0,10095000000.0,5185300000.0,5718800000.0,7301800000.0,1060000000.0,4356900000.0,596650000.0,451420000.0,772340000.0,1543100000.0,1169000000.0,2190500000.0,4956200000.0,1639500000.0,2377700000.0,3315000000.0,2238700000.0,4875700000.0,4203800000.0,2627900000.0,2648500000.0,2710600000.0,4425300000.0,844960000.0,3003100000.0,3879800000.0,135640000.0,129520000.0,1250000000.0,455610000.0,1904000000.0,1110200000.0,4227900000.0,2860700000.0,4897200000.0,2849400000.0,2175600000.0,4407700000.0,6169000000.0,7259500000.0,4445900000.0,406770000.0,3998800000.0,647520000.0,3514300000.0,266840000.0,5857100000.0,1139300000.0,2714700000.0,1326400000.0,24232000.0,8038800000.0,10983000000.0,3969800000.0,5213300000.0,5234500000.0,3976600000.0
8,MYH2,52885000.0,224670000.0,51729000.0,124020000.0,23570000.0,170230000.0,172010000000.0,500040000000.0,52133000000.0,4362000.0,924210.0,15849000.0,786020.0,2123700.0,5235500.0,2381800000.0,19207000.0,12443000.0,1019700.0,2298700.0,46743000000.0,4820900.0,2884600.0,5503800.0,1739900.0,3851100.0,168840000.0,9891900.0,2892300.0,2058100.0,2703700.0,6037400.0,5359700.0,4184700.0,601960.0,591970.0,1309900.0,59113000.0,39711000.0,32500000.0,107660000.0,307330000.0,195770000.0,7963700.0,220270000.0,60267000.0,123740000.0,2508600.0,2524500.0,13138000.0,704990.0,1348400.0,864120.0,1812300.0,2181800.0,210290000.0,141240000.0,72522000.0,479020000.0,1579800.0,26241000.0,293790000.0
9,SPTAN1,9856400000.0,16047000000.0,21048000000.0,21784000000.0,17405000000.0,27513000000.0,14199000000.0,15614000000.0,8805300000.0,5856600000.0,4033200000.0,5771100000.0,5309400000.0,6007400000.0,1711500000.0,5348600000.0,6306200000.0,3523800000.0,1515000000.0,2204800000.0,3556600000.0,3573700000.0,4949500000.0,4800700000.0,1990100000.0,4058200000.0,5264900000.0,4658700000.0,3309500000.0,2763100000.0,4389400000.0,5124600000.0,6699500000.0,6812600000.0,6375800000.0,2675400000.0,3569200000.0,6548600000.0,17238000000.0,15413000000.0,4775300000.0,4723600000.0,6882100000.0,9017900000.0,5384800000.0,4771800000.0,3414100000.0,4094700000.0,1847900000.0,1603100000.0,417270000.0,4906900000.0,834680000.0,3151800000.0,503660000.0,305070000.0,20265000000.0,15958000000.0,27716000000.0,7455800000.0,10579000000.0,10436000000.0
10,COL6A3,36855000000.0,27433000000.0,37565000000.0,31455000000.0,13340000000.0,11403000000.0,59833000000.0,75017000000.0,20822000000.0,15996000000.0,11216000000.0,20042000000.0,25494000000.0,13162000000.0,5911600000.0,15736000000.0,12526000000.0,4136400000.0,23540000000.0,8852000000.0,15274000000.0,5796500000.0,3022100000.0,7047500000.0,10059000000.0,10225000000.0,5938600000.0,4461200000.0,8035900000.0,8747000000.0,18090000000.0,21720000000.0,51251000000.0,12535000000.0,68227000000.0,20414000000.0,30019000000.0,37487000000.0,85963000000.0,85022000000.0,5777200000.0,9826900000.0,46620000000.0,7480200000.0,19585000000.0,8346600000.0,2945900000.0,12805000000.0,2308600000.0,6299200000.0,9134800000.0,8233900000.0,26002000000.0,2576800000.0,2161100000.0,315750000.0,91190000000.0,24978000000.0,94424000000.0,7403200000.0,10282000000.0,3822600000.0
11,FLNB,14974000000.0,21805000000.0,18781000000.0,12462000000.0,12153000000.0,16394000000.0,4708800000.0,8445200000.0,12445000000.0,4261500000.0,3501400000.0,4807100000.0,1502500000.0,5386500000.0,4088200000.0,3740900000.0,5151300000.0,5235200000.0,2254100000.0,7185300000.0,3475000000.0,6348300000.0,5681000000.0,6675500000.0,4252900000.0,9977800000.0,9460600000.0,9781700000.0,5166600000.0,2191700000.0,3279100000.0,2733700000.0,2880400000.0,4797700000.0,3452100000.0,3701800000.0,3728800000.0,66823000000.0,16727000000.0,25372000000.0,22672000000.0,80187000000.0,15396000000.0,54588000000.0,25200000000.0,26101000000.0,6473700000.0,14890000000.0,4683000000.0,5797900000.0,9415600000.0,6848000000.0,6865300000.0,3993200000.0,8426700000.0,9882000000.0,10550000000.0,9668300000.0,24091000000.0,8374700000.0,11916000000.0,11047000000.0
12,TTN,898560000.0,703100000.0,703340000.0,508930000.0,790790000.0,1121300000.0,791630000.0,7515500000.0,156020000.0,28883000.0,22599000.0,554510000.0,41946000.0,325310000.0,122700000.0,165830000.0,44692000.0,13428000.0,265110000.0,28888000.0,1060600000.0,4798500.0,180450000.0,61358000.0,11335000.0,303820000.0,117830000.0,74037000.0,118540000.0,59171000.0,1594000000.0,1144900000.0,253550000.0,260700000.0,168930000.0,322630000.0,115940000.0,614770000.0,319520000.0,294110000.0,419730000.0,1396700000.0,619520000.0,919190000.0,1008700000.0,386970000.0,46911000.0,139930000.0,1142400000.0,116810000.0,32705000.0,219110000.0,114690000.0,105910000.0,225790000.0,0.0,852990000.0,584360000.0,332790000.0,985970000.0,262410000.0,821990000.0
13,NEB,65029000.0,69443000.0,76655000.0,10628000.0,48550000.0,67748000.0,988610000.0,14065000000.0,61308000.0,0.0,99199000.0,55711000.0,0.0,0.0,0.0,38008000.0,0.0,32546000.0,46869000.0,45397000.0,51585000.0,37802000.0,70835000.0,36597000.0,54862000.0,42722000.0,76030000.0,69026000.0,83505000.0,115620000.0,73039000.0,71705000.0,39718000.0,0.0,54681000.0,96724000.0,70183000.0,343190000.0,30377000.0,56338000.0,59213000.0,52182000.0,59357000.0,115610000.0,78128000.0,203310000.0,0.0,0.0,0.0,61429000.0,0.0,0.0,28466000.0,0.0,75373000.0,0.0,76851000.0,99850000.0,241050000.0,41626000.0,100560000.0,33296000.0
14,APOB,2497400000.0,1410000000.0,2547700000.0,1379700000.0,217910000.0,5117200000.0,3077000000.0,2388200000.0,1592900000.0,1810800000.0,173330000.0,2032300000.0,607160000.0,450620000.0,5761600000.0,486950000.0,1785000000.0,540520000.0,851170000.0,328030000.0,514890000.0,1272800000.0,889600000.0,1113700000.0,1200600000.0,21239000.0,15010000.0,26234000.0,1417700000.0,515790000.0,881830000.0,1563000000.0,728740000.0,545930000.0,2928800000.0,164690000.0,948280000.0,4117800000.0,8322100000.0,5399400000.0,2000100000.0,993720000.0,2132100000.0,1004300000.0,1097400000.0,4692400000.0,1135800000.0,502520000.0,665770000.0,1788800000.0,10985000.0,229370000.0,435480000.0,2015900000.0,1335900000.0,4028800.0,8636600000.0,4038400000.0,7489600000.0,2158200000.0,1250700000.0,1130000000.0
15,EPPK1,5039500000.0,2621400000.0,7454200000.0,7082400000.0,8016500000.0,9154200000.0,2642000000.0,697760000.0,6215100000.0,11385000000.0,689600000.0,7989400000.0,14208000.0,1879800000.0,1439000000.0,1045600000.0,2965300000.0,5609500000.0,186940000.0,2617000000.0,1250800000.0,3313400000.0,2634300000.0,2767200000.0,1214700000.0,2490000000.0,2186800000.0,3512700000.0,3232000000.0,263260000.0,855280000.0,488080000.0,2387200000.0,7499100000.0,4678600000.0,3489800000.0,2589300000.0,9027500000.0,11689000000.0,10487000000.0,3605700000.0,12684000000.0,5664100000.0,17105000000.0,12251000000.0,8233700000.0,2358900000.0,2372400000.0,924070000.0,2831000.0,3420600000.0,1048800000.0,296210000.0,2184300000.0,361360000.0,10406000000.0,8832100000.0,7010800000.0,21657000000.0,5985400000.0,4864500000.0,7716100000.0
16,FLNA,20106000000.0,24278000000.0,19375000000.0,68375000000.0,51930000000.0,79041000000.0,23965000000.0,66487000000.0,74709000000.0,10602000000.0,11761000000.0,12920000000.0,17381000000.0,9665800000.0,18712000000.0,12520000000.0,16237000000.0,36716000000.0,27384000000.0,29845000000.0,34823000000.0,15110000000.0,23351000000.0,22896000000.0,22924000000.0,63544000000.0,93302000000.0,91672000000.0,15833000000.0,25423000000.0,31886000000.0,10775000000.0,14083000000.0,14547000000.0,11453000000.0,13589000000.0,12089000000.0,55855000000.0,18137000000.0,25253000000.0,27205000000.0,116340000000.0,78456000000.0,34172000000.0,68351000000.0,27918000000.0,12603000000.0,33448000000.0,13738000000.0,12199000000.0,7516800000.0,9655000000.0,15662000000.0,13264000000.0,7488000000.0,6631200000.0,20755000000.0,41650000000.0,18130000000.0,35219000000.0,38831000000.0,30250000000.0
17,NUMA1,1698300000.0,1678600000.0,1792200000.0,35687000000.0,30116000000.0,25038000000.0,2896300000.0,3934100000.0,5360000000.0,388040000.0,4638900000.0,172540000.0,1203000000.0,494850000.0,752540000.0,458350000.0,4498700000.0,2565000000.0,1719800000.0,1271200000.0,4756200000.0,671430000.0,3529100000.0,2298900000.0,1728100000.0,1615900000.0,7704600000.0,7690800000.0,549660000.0,3798700000.0,3258200000.0,150690000.0,170060000.0,1509400000.0,246900000.0,1245100000.0,740480000.0,935370000.0,1087700000.0,1518000000.0,1297500000.0,1908200000.0,1809200000.0,1819400000.0,1656400000.0,1132100000.0,226060000.0,623220000.0,200040000.0,2115600000.0,32953000.0,3845400000.0,135520000.0,477880000.0,25255000.0,22533000.0,3768400000.0,4913800000.0,2636300000.0,2226700000.0,2324100000.0,2808800000.0
18,FASN,142260000000.0,145750000000.0,135420000000.0,4779300000.0,7365500000.0,19032000000.0,3869400000.0,1963000000.0,6772200000.0,4549000000.0,1023100000.0,11047000000.0,96596000.0,34531000000.0,1641300000.0,4434300000.0,1773300000.0,2218000000.0,425730000.0,2141600000.0,1338000000.0,2719300000.0,2678400000.0,3432500000.0,901020000.0,1114200000.0,1025800000.0,1563000000.0,18389000000.0,2502500000.0,11594000000.0,412570000.0,1037400000.0,1193000000.0,1161200000.0,9963000000.0,7814300000.0,6140800000.0,32682000000.0,38069000000.0,5761300000.0,4377400000.0,3768500000.0,5978300000.0,3263500000.0,5254600000.0,13513000000.0,1378800000.0,13128000000.0,822720000.0,1296900000.0,3378100000.0,358760000.0,11238000000.0,867790000.0,1101400000.0,25161000000.0,2399500000.0,5275800000.0,4487400000.0,3499800000.0,6611000000.0
19,TLN1,13029000000.0,6295200000.0,6562400000.0,14263000000.0,10653000000.0,8696400000.0,14528000000.0,17032000000.0,14255000000.0,3355300000.0,3075500000.0,2478100000.0,3843800000.0,3915300000.0,3971600000.0,4119200000.0,2780700000.0,2873300000.0,8010100000.0,3868400000.0,3978800000.0,2867500000.0,2922600000.0,3514000000.0,4663200000.0,3507100000.0,3682700000.0,4109300000.0,3119900000.0,4672900000.0,3866700000.0,3544200000.0,4102600000.0,2688800000.0,3498900000.0,2763200000.0,2904200000.0,10500000000.0,15929000000.0,10440000000.0,10684000000.0,7368400000.0,17580000000.0,8129100000.0,10288000000.0,11893000000.0,2793800000.0,4327400000.0,5516200000.0,3204700000.0,1850300000.0,2307900000.0,5203300000.0,3487400000.0,2179100000.0,125090000.0,10627000000.0,14019000000.0,12088000000.0,11807000000.0,12410000000.0,9942100000.0
20,MACF1,3964000000.0,1222100000.0,3024100000.0,1349100000.0,1236900000.0,2520200000.0,364700000.0,186270000.0,1609500000.0,362430000.0,1058500000.0,318850000.0,126200000.0,169820000.0,243710000.0,145700000.0,532510000.0,1479800000.0,429460000.0,459930000.0,393560000.0,623430000.0,584060000.0,1042100000.0,391120000.0,652430000.0,575020000.0,889710000.0,590580000.0,644360000.0,851190000.0,31124000.0,114700000.0,454890000.0,56411000.0,260870000.0,204950000.0,2829100000.0,1035300000.0,1550900000.0,1309700000.0,5196200000.0,2049500000.0,3769800000.0,3336800000.0,2963600000.0,257450000.0,1751600000.0,113650000.0,781820000.0,285430000.0,2074200000.0,418570000.0,1059300000.0,613190000.0,677430000.0,2846300000.0,3055200000.0,1986700000.0,1141400000.0,1731200000.0,1287900000.0
21,PPL,7497000000.0,10540000000.0,12811000000.0,7573900000.0,5780500000.0,26167000000.0,5679500000.0,2445000000.0,4610400000.0,4719200000.0,468760000.0,3476500000.0,1685000000.0,2061700000.0,664670000.0,2134200000.0,3297800000.0,1715000000.0,296860000.0,1748000000.0,1787100000.0,3092700000.0,1914100000.0,3200200000.0,802150000.0,2251400000.0,3224800000.0,2941400000.0,2665800000.0,2196300000.0,2232900000.0,1563200000.0,2200000000.0,3401600000.0,2598200000.0,2092700000.0,2290100000.0,5574000000.0,7202700000.0,9328400000.0,5833300000.0,689780000.0,1426600000.0,12110000000.0,3693900000.0,5440400000.0,2904300000.0,112240000.0,1730800000.0,1299500000.0,2802300000.0,3730600000.0,771010000.0,2038800000.0,44528000.0,2719800000.0,10804000000.0,13122000000.0,22080000000.0,8357800000.0,8956300000.0,8527000000.0
22,SPTBN1,6963800000.0,5509900000.0,8816800000.0,12784000000.0,9609200000.0,13820000000.0,11916000000.0,13137000000.0,6303400000.0,2416500000.0,2023700000.0,2801600000.0,2942600000.0,3411400000.0,1218300000.0,2992100000.0,4135000000.0,1776500000.0,1759900000.0,1338400000.0,2771000000.0,1585600000.0,1881600000.0,2527700000.0,1693000000.0,1939700000.0,3025300000.0,3081200000.0,1818100000.0,2187100000.0,3402100000.0,2801900000.0,4538500000.0,2678300000.0,3361900000.0,2423600000.0,2776600000.0,3698200000.0,11151000000.0,7695300000.0,2409700000.0,3295300000.0,4064900000.0,3356400000.0,2812200000.0,2045700000.0,1355500000.0,2901100000.0,1347500000.0,1519000000.0,186170000.0,3333800000.0,1177100000.0,1869500000.0,411460000.0,8210000.0,8566100000.0,6879900000.0,10902000000.0,3385100000.0,3806600000.0,5121100000.0
23,C3,12902000000.0,8874400000.0,15430000000.0,9880900000.0,5973200000.0,19605000000.0,24686000000.0,19272000000.0,15089000000.0,10789000000.0,3420400000.0,9164100000.0,4808900000.0,6579300000.0,32372000000.0,7850800000.0,13647000000.0,9096100000.0,6096300000.0,6497300000.0,4806100000.0,9189600000.0,4994700000.0,6042200000.0,12726000000.0,2036700000.0,1424000000.0,1779000000.0,8142700000.0,5634500000.0,5758600000.0,6218700000.0,4683100000.0,3666200000.0,18736000000.0,7665600000.0,11827000000.0,29432000000.0,44746000000.0,40907000000.0,12826000000.0,7002700000.0,13025000000.0,7098900000.0,7545000000.0,25185000000.0,10834000000.0,4553700000.0,9578700000.0,7203400000.0,1259500000.0,2355600000.0,7188000000.0,8917600000.0,41958000000.0,7174700000.0,62632000000.0,17538000000.0,32820000000.0,15549000000.0,9041200000.0,9567300000.0
24,TNXB,1946800000.0,5178400000.0,5881400000.0,1634800000.0,224470000.0,2393800000.0,18214000000.0,25268000000.0,2386500000.0,8274500000.0,2715200.0,8411900000.0,1100500000.0,2606100000.0,4572400.0,1282800000.0,1231900000.0,31920000.0,117330000.0,2947700.0,48173000.0,202490000.0,34170000.0,445190000.0,108760000.0,184980000.0,178220000.0,474970000.0,2425700000.0,22048000.0,400480000.0,12928000000.0,6333500000.0,2830500000.0,9906700000.0,1453200000.0,4085400000.0,7037800.0,3814600000.0,2868600000.0,4796700.0,345940000.0,250110000.0,56632000.0,23548000.0,142730000.0,1161800000.0,1533200.0,304640000.0,1012400.0,4081700.0,3823600.0,2658300.0,51727000.0,1572800.0,932960.0,7930200000.0,3672700000.0,13363000000.0,46797000.0,74565000.0,321430000.0
25,MYH7,3435300.0,4453400.0,640440000.0,3550600.0,0.0,6322100.0,80668000000.0,107150000000.0,110790000.0,0.0,2184100.0,0.0,0.0,19764000.0,1804100.0,373800000.0,0.0,696900.0,0.0,1185600.0,2562900000.0,0.0,0.0,0.0,1452400.0,26511000.0,20807000.0,23596000.0,0.0,0.0,0.0,47606000.0,15609000.0,97148000.0,0.0,15478000.0,3524700.0,7482900.0,6208900.0,5830400.0,1096900.0,1079800.0,2411500.0,0.0,2683000.0,2532200.0,1508100.0,0.0,0.0,1168000.0,3278400.0,0.0,0.0,0.0,276980.0,0.0,6221300.0,8883800.0,11455000.0,6084000.0,4908000.0,8850700.0
26,COL1A1,284960000000.0,327930000000.0,370490000000.0,337040000000.0,145340000000.0,318110000000.0,678010000000.0,731760000000.0,338600000000.0,157340000000.0,18496000000.0,221670000000.0,149630000000.0,126810000000.0,31598000000.0,195200000000.0,145160000000.0,59501000000.0,101160000000.0,22050000000.0,75526000000.0,81821000000.0,52879000000.0,92856000000.0,154490000000.0,37981000000.0,20090000000.0,29089000000.0,132770000000.0,25820000000.0,44523000000.0,573180000000.0,506910000000.0,374460000000.0,278910000000.0,129080000000.0,135800000000.0,192440000000.0,784980000000.0,834120000000.0,491510000000.0,518190000000.0,812580000000.0,237910000000.0,167230000000.0,52392000000.0,190440000000.0,33971000000.0,141860000000.0,23498000000.0,20839000000.0,3654800000.0,27558000000.0,37151000000.0,18292000000.0,3961900000.0,516620000000.0,359800000000.0,719390000000.0,104740000000.0,92068000000.0,145010000000.0
27,ALB,616420000000.0,564410000000.0,776160000000.0,589610000000.0,534300000000.0,741120000000.0,1340100000000.0,1073500000000.0,907780000000.0,313230000000.0,140750000000.0,391540000000.0,228910000000.0,210100000000.0,251690000000.0,312930000000.0,332030000000.0,108140000000.0,249480000000.0,242860000000.0,178760000000.0,206480000000.0,139860000000.0,173710000000.0,280410000000.0,87110000000.0,61277000000.0,94813000000.0,247320000000.0,157220000000.0,136010000000.0,485240000000.0,300830000000.0,331310000000.0,457920000000.0,401040000000.0,424510000000.0,814560000000.0,1970700000000.0,1271000000000.0,991130000000.0,588030000000.0,685270000000.0,408210000000.0,419900000000.0,900220000000.0,397120000000.0,126740000000.0,280670000000.0,188410000000.0,100720000000.0,32433000000.0,195390000000.0,170100000000.0,341850000000.0,178900000000.0,1279700000000.0,1002800000000.0,1966300000000.0,799970000000.0,681790000000.0,888650000000.0
28,HSPG2,1612800000.0,3344100000.0,2611600000.0,4770500000.0,2737400000.0,2344000000.0,5089100000.0,9462500000.0,2364200000.0,314670000.0,1243900000.0,341810000.0,1901000000.0,503160000.0,853570000.0,355660000.0,549990000.0,2079600000.0,3452300000.0,1312400000.0,3588900000.0,549910000.0,1010900000.0,1734300000.0,866510000.0,1280800000.0,1119700000.0,1635900000.0,997620000.0,1507600000.0,2464100000.0,1430900000.0,3233200000.0,907980000.0,1246900000.0,48522000.0,122320000.0,1956000000.0,8313000000.0,4611400000.0,2158500000.0,1270200000.0,2972200000.0,1185800000.0,1774900000.0,1738700000.0,271660000.0,1737500000.0,30328000.0,742460000.0,11348000.0,715510000.0,2105300000.0,113830000.0,280020000.0,8847700.0,1843900000.0,872100000.0,2748500000.0,1235700000.0,2200300000.0,1636800000.0
29,EVPL,5566300000.0,4768500000.0,7546800000.0,434530000.0,1948000000.0,13032000000.0,2670900000.0,34668000.0,4295600000.0,3307300000.0,18228000.0,2497400000.0,1903500.0,961060000.0,206940000.0,884320000.0,2232100000.0,1024800000.0,16904000.0,636640000.0,316450000.0,2086600000.0,1113400000.0,2489500000.0,171450000.0,458000000.0,144210000.0,551240000.0,1287300000.0,262160000.0,400510000.0,103710000.0,655060000.0,2096800000.0,1256600000.0,690380000.0,658300000.0,6245300000.0,4918800000.0,5843300000.0,3926800000.0,653950000.0,856140000.0,8493900000.0,3992700000.0,5647200000.0,1429400000.0,148140000.0,631680000.0,456130000.0,1376300000.0,506860000.0,669400000.0,687550000.0,3250000.0,1284900000.0,6327900000.0,6626800000.0,15400000000.0,9618200000.0,5849500000.0,6096800000.0
